Animal_ID,Species,Breed,Gender,Date_of_Birth,Current_Weight_kg,Daily_Feed_Intake_kg,Last_Vet_Visit_Date,Health_Status,Medication_Administered,Breeding_Status,Last_Breeding_Date,Number_of_Offspring
ANM_0230,Pig,Yorkshire,Male,2021-02-16,214.28,8.58,2025-06-26,Healthy,,Not Bred,,0
ANM_0231,Chicken,Leghorn,Male,2021-01-14,4.11,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_0232,Goat,Jamunapari,Male,2021-08-20,42.11,1.4,2025-06-26,Healthy,,Not Bred,,0
ANM_0233,Goat,Beetal,Male,2023-12-26,29.21,0.68,2025-06-26,Healthy,,Not Bred,,0
ANM_0234,Goat,Jamunapari,Male,2022-03-26,34.87,0.85,2025-06-26,Healthy,,Not Bred,,0
ANM_0235,Sheep,Nali,Male,2020-08-26,55.97,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0236,Sheep,Dorper,Male,2025-05-04,5.92,0.26,2025-06-26,Healthy,,Not Bred,,0
ANM_0237,Cattle,Ongole,Female,2020-08-23,553.47,10.6,2025-06-26,Healthy,,Not Bred,,0
ANM_0238,Cattle,Sahiwal,Female,2024-03-14,154.96,2.51,2025-06-26,Healthy,,Not Bred,,0
ANM_0239,Pig,Large White,Male,2023-10-01,110.22,4.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0240,Sheep,Dorper,Male,2024-05-29,16.49,0.44,2025-06-26,Healthy,,Not Bred,,0
ANM_0241,Chicken,Rhode Island Red,Male,2023-10-29,2.06,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_0242,Chicken,Rhode Island Red,Male,2023-07-06,2.27,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0243,Cattle,Sahiwal,Female,2025-01-27,33.75,1.0,2025-06-26,Healthy,,Pregnant,2024-07-20,0
ANM_0244,Sheep,Dorper,Female,2023-10-22,26.57,0.83,2025-06-26,Healthy,,Bred,2024-12-31,0
ANM_0245,Goat,Jamunapari,Female,2025-01-18,5.95,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0246,Chicken,Broiler,Male,2020-07-05,5.0,0.24,2025-06-26,Healthy,,Not Bred,,0
ANM_0247,Sheep,Dorper,Female,2020-08-27,57.52,1.83,2025-06-26,Healthy,,Not Bred,,0
ANM_0248,Sheep,Dorper,Female,2023-03-18,29.69,1.07,2025-06-26,Healthy,,Pregnant,2025-05-17,0
ANM_0249,Cattle,Holstein Friesian,Male,2024-07-20,119.27,3.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0250,Cattle,Holstein Friesian,Female,2023-09-07,270.69,4.78,2025-06-26,Healthy,,Lactating,2025-02-04,1
ANM_0251,Pig,Duroc,Female,2022-02-03,148.51,5.71,2025-06-26,Healthy,,Pregnant,2024-11-19,0
ANM_0252,Sheep,Suffolk,Female,2020-06-28,54.86,1.77,2025-06-26,Healthy,,Not Bred,,0
ANM_0253,Goat,Sirohi,Male,2021-03-26,50.5,1.51,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0254,Chicken,Broiler,Female,2024-11-20,0.98,0.06,2025-06-26,Healthy,,Not Bred,,0
ANM_0255,Chicken,Rhode Island Red,Female,2023-10-22,2.1,0.1,2025-06-26,Healthy,,Pregnant,2025-02-23,0
ANM_0256,Cattle,Jersey,Female,2023-02-08,265.07,5.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0257,Pig,Large White,Male,2022-11-11,144.05,6.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0258,Sheep,Deccani,Male,2024-08-17,15.61,0.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0259,Chicken,Leghorn,Female,2022-06-04,3.27,0.17,2025-06-26,Healthy,,Pregnant,2024-08-26,0
ANM_0260,Sheep,Suffolk,Male,2022-09-01,31.75,1.07,2025-06-26,Healthy,,Not Bred,,0
ANM_0261,Chicken,Leghorn,Female,2024-01-18,0.99,0.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0262,Cattle,Jersey,Male,2023-04-28,283.96,5.4,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0263,Pig,Landrace,Male,2024-07-02,59.6,2.41,2025-06-26,Healthy,,Not Bred,,0
ANM_0264,Cattle,Gir,Female,2021-07-16,438.29,7.97,2025-06-26,Healthy,,Not Bred,,0
ANM_0265,Chicken,Leghorn,Male,2024-01-26,0.68,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0266,Sheep,Suffolk,Female,2024-12-26,11.71,0.19,2025-06-26,Healthy,,Bred,2025-04-16,0
ANM_0267,Sheep,Nali,Male,2022-05-10,28.6,0.71,2025-06-26,Healthy,,Not Bred,,0
ANM_0268,Goat,Tellicherry,Male,2024-07-27,3.66,0.24,2025-06-26,Healthy,,Not Bred,,0
ANM_0269,Pig,Large White,Male,2021-10-24,225.76,9.29,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0270,Cattle,Jersey,Male,2023-03-18,262.55,4.59,2025-06-26,Healthy,,Not Bred,,0
ANM_0271,Chicken,Native,Male,2023-01-18,2.04,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0272,Chicken,Plymouth Rock,Female,2023-05-20,1.82,0.11,2025-06-26,Healthy,,Pregnant,2025-06-03,0
ANM_0273,Sheep,Dorper,Male,2020-11-01,58.91,1.73,2025-06-26,Healthy,,Not Bred,,0
ANM_0274,Sheep,Suffolk,Male,2024-11-24,3.38,0.17,2025-06-26,Healthy,,Not Bred,,0
ANM_0275,Chicken,Broiler,Male,2025-05-04,0.1,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0276,Cattle,Ongole,Female,2021-03-07,431.52,8.04,2025-06-26,Healthy,,Pregnant,2024-09-10,0
ANM_0277,Sheep,Suffolk,Male,2025-03-03,2.0,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0278,Chicken,Rhode Island Red,Female,2024-11-22,1.35,0.08,2025-06-26,Healthy,,Pregnant,2025-04-21,0
ANM_0279,Sheep,Merino,Male,2024-08-01,16.86,0.4,2025-06-26,Healthy,,Not Bred,,0
ANM_0280,Goat,Beetal,Male,2025-05-22,6.63,0.48,2025-06-26,Healthy,,Not Bred,,0
ANM_0281,Cattle,Gir,Female,2023-02-04,253.2,5.27,2025-06-26,Healthy,,Lactating,2025-06-09,5
ANM_0282,Chicken,Native,Male,2021-08-08,3.92,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0283,Pig,Landrace,Male,2024-07-02,62.96,2.72,2025-06-26,Healthy,,Not Bred,,0
ANM_0284,Goat,Sirohi,Male,2023-10-05,17.3,0.56,2025-06-26,Healthy,,Not Bred,,0
ANM_0285,Sheep,Nali,Male,2025-02-03,12.93,0.58,2025-06-26,Healthy,,Not Bred,,0
ANM_0286,Cattle,Gir,Male,2022-05-11,340.88,7.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0287,Pig,Duroc,Male,2025-05-03,12.77,0.63,2025-06-26,Healthy,,Not Bred,,0
ANM_0288,Cattle,Gir,Female,2023-03-06,242.02,4.1,2025-06-26,Healthy,,Pregnant,2025-06-17,0
ANM_0289,Chicken,Native,Male,2023-02-06,1.54,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0290,Sheep,Merino,Male,2023-10-07,21.89,0.54,2025-06-26,Healthy,,Not Bred,,0
ANM_0291,Chicken,Rhode Island Red,Female,2023-09-26,1.98,0.08,2025-06-26,Healthy,,Not Bred,,0
ANM_0292,Chicken,Rhode Island Red,Female,2024-08-28,0.9,0.05,2025-06-26,Healthy,,Not Bred,,0
ANM_0293,Goat,Jamunapari,Male,2025-01-24,7.43,0.35,2025-06-26,Healthy,,Not Bred,,0
ANM_0294,Sheep,Merino,Female,2024-02-13,5.78,0.2,2025-06-26,Mild Illness,Pain Reliever,Lactating,2024-10-06,4
ANM_0295,Chicken,Leghorn,Male,2021-05-14,4.09,0.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0296,Goat,Black Bengal,Male,2022-10-23,26.12,0.77,2025-06-26,Healthy,,Not Bred,,0
ANM_0297,Pig,Landrace,Female,2022-06-30,145.63,5.72,2025-06-26,Healthy,,Not Bred,,0
ANM_0298,Cattle,Jersey,Female,2020-09-21,525.3,9.84,2025-06-26,Mild Illness,Anti-parasitic,Pregnant,2024-11-06,0
ANM_0299,Chicken,Rhode Island Red,Female,2021-07-08,3.89,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0300,Cattle,Gir,Female,2024-06-07,168.88,3.57,2025-06-26,Healthy,,Not Bred,,0
ANM_0301,Goat,Black Bengal,Male,2020-10-07,51.55,1.6,2025-06-26,Healthy,,Not Bred,,0
ANM_0302,Pig,Yorkshire,Female,2023-01-19,129.95,5.27,2025-06-26,Healthy,,Not Bred,,0
ANM_0303,Cattle,Jersey,Female,2022-04-01,357.45,6.66,2025-06-26,Mild Illness,Anti-parasitic,Bred,2024-12-21,0
ANM_0304,Cattle,Gir,Female,2020-10-15,554.16,11.32,2025-06-26,Healthy,,Bred,2025-04-29,0
ANM_0305,Goat,Sirohi,Female,2025-05-28,7.77,0.31,2025-06-26,Serious Illness,Antibiotic,Not Bred,,0
ANM_0306,Sheep,Dorper,Male,2022-09-30,28.96,0.92,2025-06-26,Healthy,,Not Bred,,0
ANM_0307,Chicken,Rhode Island Red,Female,2020-07-19,4.74,0.24,2025-06-26,Healthy,,Pregnant,2025-01-26,0
ANM_0308,Pig,Landrace,Male,2023-12-16,111.4,4.48,2025-06-26,Healthy,,Not Bred,,0
ANM_0309,Cattle,Gir,Female,2020-08-12,533.63,11.96,2025-06-26,Healthy,,Pregnant,2024-09-18,0
ANM_0310,Pig,Landrace,Female,2022-06-11,163.15,6.47,2025-06-26,Healthy,,Bred,2025-06-15,0
ANM_0311,Chicken,Rhode Island Red,Male,2022-07-27,3.09,0.16,2025-06-26,Healthy,,Not Bred,,0
ANM_0312,Pig,Yorkshire,Female,2023-05-19,114.22,4.47,2025-06-26,Healthy,,Lactating,2025-04-02,1
ANM_0313,Sheep,Merino,Female,2021-11-22,45.57,1.52,2025-06-26,Healthy,,Not Bred,,0
ANM_0314,Cattle,Gir,Female,2021-09-19,434.64,7.69,2025-06-26,Healthy,,Not Bred,,0
ANM_0315,Chicken,Plymouth Rock,Male,2022-02-22,3.14,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0316,Pig,Duroc,Male,2020-09-10,255.79,10.18,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0317,Pig,Yorkshire,Female,2024-11-28,56.96,2.16,2025-06-26,Healthy,,Lactating,2024-07-04,5
ANM_0318,Cattle,Gir,Female,2024-12-27,99.39,3.02,2025-06-26,Healthy,,Not Bred,,0
ANM_0319,Sheep,Merino,Male,2020-12-11,51.22,1.35,2025-06-26,Healthy,,Not Bred,,0
ANM_0320,Cattle,Jersey,Female,2020-12-13,529.0,10.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0321,Cattle,Sahiwal,Male,2024-03-25,137.05,2.52,2025-06-26,Healthy,,Not Bred,,0
ANM_0322,Goat,Jamunapari,Male,2024-07-02,11.54,0.34,2025-06-26,Healthy,,Not Bred,,0
ANM_0323,Sheep,Deccani,Female,2024-02-25,19.77,0.66,2025-06-26,Mild Illness,Anti-parasitic,Bred,2024-08-05,0
ANM_0324,Cattle,Ongole,Male,2024-05-10,159.3,4.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0325,Cattle,Holstein Friesian,Male,2022-07-12,374.37,7.59,2025-06-26,Healthy,,Not Bred,,0
ANM_0326,Chicken,Plymouth Rock,Male,2023-06-26,2.06,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0327,Chicken,Rhode Island Red,Male,2023-10-09,2.17,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0328,Chicken,Rhode Island Red,Female,2024-06-12,1.49,0.08,2025-06-26,Healthy,,Pregnant,2025-03-24,0
ANM_0329,Cattle,Jersey,Male,2022-04-02,358.57,6.33,2025-06-26,Healthy,,Not Bred,,0
ANM_0330,Pig,Landrace,Male,2023-09-07,113.68,4.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0331,Chicken,Native,Female,2021-03-22,4.19,0.2,2025-06-26,Healthy,,Pregnant,2024-11-27,0
ANM_0332,Goat,Beetal,Male,2023-07-05,22.68,0.62,2025-06-26,Healthy,,Not Bred,,0
ANM_0333,Sheep,Dorper,Male,2021-07-04,49.31,1.41,2025-06-26,Healthy,,Not Bred,,0
ANM_0334,Pig,Yorkshire,Female,2022-05-16,172.44,6.99,2025-06-26,Healthy,,Lactating,2025-01-30,4
ANM_0335,Goat,Beetal,Male,2021-03-23,45.72,1.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0336,Sheep,Nali,Female,2023-04-24,17.81,0.65,2025-06-26,Healthy,,Pregnant,2025-01-01,0
ANM_0337,Sheep,Nali,Female,2020-11-28,61.78,1.82,2025-06-26,Healthy,,Lactating,2024-11-29,4
ANM_0338,Sheep,Merino,Female,2022-01-03,40.9,1.28,2025-06-26,Healthy,,Not Bred,,0
ANM_0339,Pig,Duroc,Male,2021-09-27,190.41,7.52,2025-06-26,Healthy,,Not Bred,,0
ANM_0340,Goat,Tellicherry,Male,2024-03-14,12.67,0.5,2025-06-26,Healthy,,Not Bred,,0
ANM_0341,Cattle,Gir,Male,2025-03-24,43.62,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0342,Goat,Tellicherry,Male,2024-08-24,17.51,0.45,2025-06-26,Healthy,,Not Bred,,0
ANM_0343,Pig,Large White,Female,2022-08-23,153.85,6.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0344,Goat,Tellicherry,Female,2022-03-04,39.55,1.18,2025-06-26,Healthy,,Not Bred,,0
ANM_0345,Pig,Landrace,Female,2022-04-13,163.94,6.58,2025-06-26,Healthy,,Lactating,2025-01-24,2
ANM_0346,Chicken,Plymouth Rock,Female,2022-05-02,3.39,0.17,2025-06-26,Healthy,,Not Bred,,0
ANM_0347,Chicken,Broiler,Male,2023-12-29,1.87,0.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0348,Chicken,Plymouth Rock,Female,2025-04-03,0.1,0.01,2025-06-26,Healthy,,Bred,2024-08-05,0
ANM_0349,Pig,Duroc,Female,2021-07-19,218.37,8.72,2025-06-26,Healthy,,Lactating,2024-08-13,3
ANM_0350,Chicken,Broiler,Female,2025-01-05,0.1,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0351,Chicken,Plymouth Rock,Female,2021-03-10,4.13,0.2,2025-06-26,Healthy,,Pregnant,2025-01-22,0
ANM_0352,Pig,Duroc,Male,2020-07-27,262.95,10.68,2025-06-26,Healthy,,Not Bred,,0
ANM_0353,Cattle,Gir,Male,2022-06-21,353.24,7.05,2025-06-26,Healthy,,Not Bred,,0
ANM_0354,Goat,Sirohi,Female,2024-05-31,10.29,0.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0355,Goat,Beetal,Male,2021-03-04,44.01,1.23,2025-06-26,Healthy,,Not Bred,,0
ANM_0356,Chicken,Leghorn,Female,2022-07-03,3.21,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0357,Chicken,Plymouth Rock,Male,2022-03-20,3.02,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0358,Goat,Beetal,Male,2025-02-12,2.49,0.2,2025-06-26,Healthy,,Not Bred,,0
ANM_0359,Pig,Landrace,Female,2024-02-29,46.33,2.02,2025-06-26,Healthy,,Lactating,2024-07-28,1
ANM_0360,Chicken,Rhode Island Red,Female,2024-12-29,0.85,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0361,Sheep,Dorper,Male,2021-06-19,48.81,1.46,2025-06-26,Healthy,,Not Bred,,0
ANM_0362,Pig,Large White,Female,2022-02-15,150.67,6.14,2025-06-26,Healthy,,Pregnant,2024-08-31,0
ANM_0363,Pig,Landrace,Male,2023-10-15,118.82,5.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0364,Cattle,Jersey,Male,2025-03-26,67.43,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0365,Cattle,Sahiwal,Male,2021-03-07,403.95,8.07,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0366,Cattle,Ongole,Male,2024-05-30,153.22,1.78,2025-06-26,Healthy,,Not Bred,,0
ANM_0367,Cattle,Holstein Friesian,Male,2022-02-23,329.79,6.86,2025-06-26,Healthy,,Not Bred,,0
ANM_0368,Chicken,Leghorn,Male,2021-11-16,3.87,0.19,2025-06-26,Mild Illness,Pain Reliever,Not Bred,,0
ANM_0369,Goat,Tellicherry,Male,2023-02-15,20.29,0.85,2025-06-26,Healthy,,Not Bred,,0
ANM_0370,Sheep,Suffolk,Male,2020-11-11,53.53,1.7,2025-06-26,Healthy,,Not Bred,,0
ANM_0371,Goat,Tellicherry,Female,2024-11-07,17.01,0.59,2025-06-26,Healthy,,Not Bred,,0
ANM_0372,Goat,Jamunapari,Female,2024-02-16,10.72,0.33,2025-06-26,Healthy,,Lactating,2025-05-14,1
ANM_0373,Sheep,Deccani,Male,2023-08-03,24.66,0.72,2025-06-26,Healthy,,Not Bred,,0
ANM_0374,Chicken,Leghorn,Male,2025-03-04,0.31,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0375,Chicken,Rhode Island Red,Female,2021-05-10,3.92,0.19,2025-06-26,Healthy,,Lactating,2025-04-09,4
ANM_0376,Chicken,Broiler,Male,2022-05-14,2.98,0.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0377,Goat,Beetal,Female,2020-09-14,61.13,1.73,2025-06-26,Healthy,,Bred,2025-05-13,0
ANM_0378,Pig,Large White,Male,2022-04-30,161.59,6.54,2025-06-26,Healthy,,Not Bred,,0
ANM_0379,Cattle,Sahiwal,Female,2022-12-17,352.53,6.97,2025-06-26,Healthy,,Not Bred,,0
ANM_0380,Chicken,Plymouth Rock,Male,2024-04-02,0.76,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0381,Pig,Landrace,Female,2025-06-05,6.55,0.5,2025-06-26,Healthy,,Not Bred,,0
ANM_0382,Sheep,Dorper,Female,2025-01-24,6.36,0.22,2025-06-26,Healthy,,Not Bred,,0
ANM_0383,Pig,Landrace,Male,2022-09-14,161.85,6.31,2025-06-26,Healthy,,Not Bred,,0
ANM_0384,Chicken,Leghorn,Male,2025-06-23,0.4,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0385,Goat,Black Bengal,Female,2022-06-27,37.01,1.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0386,Goat,Sirohi,Male,2022-02-02,36.96,0.99,2025-06-26,Healthy,,Not Bred,,0
ANM_0387,Chicken,Broiler,Female,2025-01-14,0.1,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0388,Sheep,Nali,Male,2021-04-17,51.33,1.6,2025-06-26,Healthy,,Not Bred,,0
ANM_0389,Cattle,Ongole,Female,2025-04-30,20.0,1.0,2025-06-26,Healthy,,Not Bred,,0
ANM_0390,Sheep,Merino,Female,2020-09-17,53.8,1.74,2025-06-26,Healthy,,Not Bred,,0
ANM_0391,Chicken,Plymouth Rock,Male,2021-05-05,3.89,0.19,2025-06-26,Healthy,,Not Bred,,0
ANM_0392,Chicken,Plymouth Rock,Male,2025-02-25,0.14,0.03,2025-06-26,Healthy,,Not Bred,,0
ANM_0393,Cattle,Holstein Friesian,Female,2025-06-23,41.76,1.0,2025-06-26,Healthy,,Pregnant,2024-10-18,0
ANM_0394,Pig,Yorkshire,Male,2024-05-16,64.9,2.41,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0395,Chicken,Rhode Island Red,Female,2023-10-21,2.22,0.09,2025-06-26,Healthy,,Pregnant,2025-01-16,0
ANM_0396,Cattle,Jersey,Male,2021-07-11,439.69,9.36,2025-06-26,Healthy,,Not Bred,,0
ANM_0397,Sheep,Dorper,Female,2022-05-23,17.41,0.47,2025-06-26,Healthy,,Not Bred,,0
ANM_0398,Pig,Landrace,Male,2022-10-30,176.27,6.67,2025-06-26,Healthy,,Not Bred,,0
ANM_0399,Chicken,Plymouth Rock,Male,2023-11-09,1.88,0.12,2025-06-26,Healthy,,Not Bred,,0
ANM_0400,Chicken,Plymouth Rock,Female,2025-05-15,0.1,0.01,2025-06-26,Healthy,,Pregnant,2024-06-29,0
ANM_0401,Goat,Sirohi,Male,2023-06-10,29.85,0.89,2025-06-26,Healthy,,Not Bred,,0
ANM_0402,Pig,Yorkshire,Male,2024-03-31,60.27,2.15,2025-06-26,Healthy,,Not Bred,,0
ANM_0403,Cattle,Holstein Friesian,Male,2024-11-15,163.6,3.25,2025-06-26,Mild Illness,Vaccine,Not Bred,,0
ANM_0404,Chicken,Rhode Island Red,Female,2022-05-21,3.28,0.18,2025-06-26,Healthy,,Not Bred,,0
ANM_0405,Sheep,Suffolk,Female,2021-02-02,56.73,1.61,2025-06-26,Healthy,,Pregnant,2025-05-23,0
ANM_0406,Chicken,Leghorn,Female,2023-01-03,2.4,0.13,2025-06-26,Healthy,,Not Bred,,0
ANM_0407,Sheep,Suffolk,Female,2025-01-08,8.08,0.26,2025-06-26,Healthy,,Bred,2025-03-13,0
ANM_0408,Goat,Sirohi,Male,2024-12-04,20.03,0.71,2025-06-26,Healthy,,Not Bred,,0
ANM_0409,Sheep,Nali,Female,2024-12-14,15.45,0.52,2025-06-26,Healthy,,Lactating,2024-12-25,2
ANM_0410,Chicken,Broiler,Male,2025-03-28,0.11,0.01,2025-06-26,Healthy,,Not Bred,,0
ANM_0411,Chicken,Leghorn,Female,2023-08-28,2.41,0.11,2025-06-26,Healthy,,Not Bred,,0
ANM_0412,Chicken,Rhode Island Red,Male,2023-04-23,2.09,0.09,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_0413,Goat,Jamunapari,Male,2023-04-08,24.25,0.86,2025-06-26,Healthy,,Not Bred,,0
ANM_0414,Goat,Beetal,Female,2022-05-05,38.4,1.18,2025-06-26,Healthy,,Lactating,2025-01-26,1
ANM_0415,Sheep,Merino,Male,2020-07-18,55.7,1.53,2025-06-26,Healthy,,Not Bred,,0
ANM_0416,Pig,Duroc,Male,2023-04-08,108.2,4.33,2025-06-26,Healthy,,Not Bred,,0
ANM_0417,Chicken,Broiler,Female,2024-09-21,1.08,0.04,2025-06-26,Healthy,,Lactating,2025-01-20,1
ANM_0418,Chicken,Native,Female,2023-05-22,2.11,0.1,2025-06-26,Healthy,,Pregnant,2025-04-12,0
ANM_0419,Chicken,Broiler,Male,2023-12-09,2.07,0.1,2025-06-26,Healthy,,Not Bred,,0
ANM_0420,Cattle,Gir,Female,2020-09-04,571.3,11.43,2025-06-26,Healthy,,Lactating,2024-08-24,3
ANM_0421,Cattle,Holstein Friesian,Male,2023-12-01,258.83,4.49,2025-06-26,Healthy,,Not Bred,,0
ANM_0422,Goat,Black Bengal,Male,2023-12-29,32.8,1.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0423,Cattle,Sahiwal,Male,2022-12-09,349.31,7.3,2025-06-26,Healthy,,Not Bred,,0
ANM_0424,Pig,Landrace,Male,2022-08-13,156.37,6.2,2025-06-26,Healthy,,Not Bred,,0
ANM_0425,Pig,Landrace,Female,2024-09-21,57.05,2.09,2025-06-26,Healthy,,Pregnant,2025-01-20,0
ANM_0426,Pig,Yorkshire,Female,2021-01-01,209.43,8.16,2025-06-26,Healthy,,Pregnant,2025-06-15,0
ANM_0427,Sheep,Merino,Male,2024-03-15,16.81,0.45,2025-06-26,Healthy,,Not Bred,,0
ANM_0428,Chicken,Native,Female,2023-07-14,2.06,0.09,2025-06-26,Healthy,,Lactating,2025-05-23,5
ANM_0429,Sheep,Deccani,Female,2022-05-10,28.97,1.0,2025-06-26,Mild Illness,Anti-parasitic,Bred,2024-07-21,0
ANM_0430,Pig,Landrace,Female,2024-02-15,40.24,1.39,2025-06-26,Healthy,,Not Bred,,0
ANM_0431,Goat,Sirohi,Male,2022-05-20,38.01,1.09,2025-06-26,Healthy,,Not Bred,,0
ANM_0432,Sheep,Suffolk,Female,2023-01-23,23.15,0.59,2025-06-26,Healthy,,Lactating,2024-10-20,2
ANM_0433,Goat,Beetal,Female,2021-01-23,48.23,1.39,2025-06-26,Healthy,,Not Bred,,0
ANM_0434,Chicken,Plymouth Rock,Female,2023-06-27,1.9,0.08,2025-06-26,Healthy,,Pregnant,2024-06-28,0
ANM_0435,Pig,Landrace,Female,2020-09-05,248.07,10.08,2025-06-26,Healthy,,Pregnant,2025-01-17,0
ANM_0436,Cattle,Sahiwal,Male,2020-12-20,519.73,10.3,2025-06-26,Healthy,,Not Bred,,0
ANM_0437,Pig,Large White,Male,2023-12-30,110.47,4.3,2025-06-26,Healthy,,Not Bred,,0
ANM_0438,Pig,Duroc,Male,2023-10-03,111.41,4.42,2025-06-26,Healthy,,Not Bred,,0
ANM_0439,Pig,Duroc,Female,2022-09-19,156.9,6.23,2025-06-26,Healthy,,Pregnant,2024-10-12,0
ANM_0440,Sheep,Deccani,Male,2021-11-11,51.84,1.56,2025-06-26,Healthy,,Not Bred,,0
ANM_0441,Goat,Sirohi,Female,2022-10-26,36.38,0.91,2025-06-26,Mild Illness,Pain Reliever,Pregnant,2025-05-31,0
ANM_0442,Chicken,Broiler,Female,2025-06-22,0.17,0.01,2025-06-26,Healthy,,Pregnant,2025-01-03,0
ANM_0443,Goat,Black Bengal,Male,2020-09-23,62.53,1.77,2025-06-26,Healthy,,Not Bred,,0
ANM_0444,Sheep,Dorper,Female,2020-08-12,63.87,1.94,2025-06-26,Healthy,,Bred,2024-07-25,0
ANM_0445,Pig,Landrace,Female,2021-01-20,216.68,8.66,2025-06-26,Healthy,,Lactating,2024-12-09,5
ANM_0446,Cattle,Gir,Female,2024-06-12,117.58,2.42,2025-06-26,Healthy,,Bred,2025-04-03,0
ANM_0447,Sheep,Suffolk,Female,2024-07-29,14.18,0.33,2025-06-26,Healthy,,Not Bred,,0
ANM_0448,Goat,Tellicherry,Female,2022-03-26,36.25,1.16,2025-06-26,Healthy,,Pregnant,2024-07-20,0
ANM_0449,Chicken,Plymouth Rock,Female,2024-03-07,1.26,0.07,2025-06-26,Healthy,,Pregnant,2024-11-12,0
ANM_0450,Goat,Jamunapari,Male,2021-01-23,39.95,1.13,2025-06-26,Mild Illness,Antibiotic,Not Bred,,0
ANM_0451,Sheep,Dorper,Female,2022-01-03,38.4,1.28,2025-06-26,Healthy,,Pregnant,2025-03-10,0
ANM_0452,Pig,Landrace,Male,2021-11-10,199.37,8.04,2025-06-26,Healthy,,Not Bred,,0
ANM_0453,Goat,Sirohi,Female,2021-10-03,40.92,1.31,2025-06-26,Healthy,,Bred,2024-10-01,0
ANM_0454,Goat,Tellicherry,Female,2021-04-28,44.52,1.36,2025-06-26,Mild Illness,Anti-parasitic,Not Bred,,0
ANM_0455,Sheep,Nali,Female,2023-04-06,25.56,0.79,2025-06-26,Healthy,,Not Bred,,0
ANM_0456,Chicken,Rhode Island Red,Female,2023-08-27,2.34,0.14,2025-06-26,Healthy,,Lactating,2025-01-09,4
ANM_0457,Sheep,Merino,Male,2023-01-18,27.99,0.86,2025-06-26,Serious Illness,Pain Reliever,Not Bred,,0
ANM_0458,Cattle,Gir,Female,2024-12-14,119.81,1.87,2025-06-26,Healthy,,Lactating,2024-08-15,3
ANM_0459,Pig,Landrace,Male,2020-07-18,238.09,9.21,2025-06-26,Healthy,,Not Bred,,0
ANM_0460,Sheep,Deccani,Male,2025-04-01,10.72,0.27,2025-06-26,Healthy,,Not Bred,,0
ANM_0461,Goat,Jamunapari,Female,2023-07-02,25.12,0.75,2025-06-26,Healthy,,Not Bred,,0
